crop,N,P,K,ph,rainfall,temperature,humidity
Small Millets,45.84,37.01,36.95,6.65,688.65,26.18,57.0
Small Millets,42.24,39.88,39.44,5.94,817.27,28.05,64.59
Small Millets,47.19,31.45,31.3,5.99,719.57,34.13,48.55
Small Millets,42.34,38.29,37.67,6.94,520.4,25.48,55.03
Small Millets,44.46,36.89,33.19,5.87,564.46,34.66,59.87
Small Millets,49.23,30.04,36.48,6.4,583.93,30.77,61.18
Small Millets,41.82,34.97,31.13,7.35,697.56,26.17,62.64
Small Millets,49.42,31.37,31.9,6.9,973.86,31.64,65.65
Small Millets,44.61,36.39,36.69,6.89,881.57,33.69,65.64
Small Millets,49.75,37.54,33.9,6.35,699.04,33.56,44.01
Small Millets,46.67,30.36,31.57,6.02,664.43,30.61,55.23
Small Millets,45.94,32.3,39.51,6.44,766.63,31.79,66.48
Small Millets,48.88,31.89,39.74,7.26,500.72,25.83,40.57
Small Millets,42.42,31.75,36.2,5.96,908.32,32.04,56.97
Small Millets,44.16,34.36,31.76,5.94,994.96,29.13,40.64
Small Millets,42.38,34.79,37.77,6.85,865.9,31.92,49.12
Small Millets,41.22,35.7,32.17,6.81,887.13,25.29,64.18
Small Millets,46.02,38.14,32.21,6.37,916.81,29.18,41.79
Small Millets,49.15,31.13,36.11,5.55,739.31,33.28,61.46
Small Millets,45.2,39.62,31.02,5.74,935.53,30.95,40.57
Small Millets,47.79,31.73,32.12,6.54,887.77,25.49,59.68
Small Millets,45.84,32.87,36.21,7.26,524.84,27.44,68.46
Small Millets,44.91,38.46,35.21,6.54,949.75,30.88,69.34
Small Millets,47.73,35.32,34.72,6.5,856.38,28.11,48.41
Small Millets,45.61,35.31,31.54,6.48,654.4,26.19,63.23
Small Millets,44.78,37.86,39.96,6.97,722.45,32.63,60.17
Small Millets,40.56,34.94,34.35,7.43,593.66,30.72,55.33
Small Millets,45.36,38.74,34.81,6.83,737.18,28.12,47.61
Small Millets,47.66,31.64,31.03,7.08,687.59,31.95,58.68
Small Millets,46.98,35.5,32.96,5.98,771.34,29.81,56.24
Small Millets,46.17,38.87,33.68,6.37,568.85,31.09,47.08
Small Millets,47.41,32.24,32.59,7.42,768.58,30.49,58.46
Small Millets,47.91,38.51,38.17,6.12,553.18,32.53,61.81
Small Millets,48.19,32.88,33.86,6.82,907.52,31.91,69.11
Small Millets,42.84,39.91,33.52,6.78,983.98,30.16,47.82
Small Millets,47.28,37.45,38.16,6.55,768.6,29.25,49.64
Small Millets,45.36,39.88,33.26,5.72,601.62,25.3,61.29
Small Millets,50.0,35.61,31.86,6.77,580.04,30.77,50.12
Small Millets,40.78,32.26,32.42,6.33,539.98,30.05,62.58
Small Millets,49.63,36.24,33.48,5.92,684.16,32.71,59.59
Small Millets,45.09,39.88,34.93,6.39,844.04,31.14,58.72
Small Millets,43.85,31.84,30.16,6.43,698.42,30.32,53.04
Small Millets,41.02,36.85,37.41,6.22,577.01,32.1,66.32
Small Millets,48.45,35.43,37.49,7.49,507.68,26.52,60.26
Small Millets,40.55,39.92,39.19,7.3,582.95,28.72,47.06
Small Millets,40.09,30.65,30.66,7.38,637.24,34.32,67.93
Small Millets,48.18,30.16,35.5,6.57,691.3,33.85,50.47
Small Millets,43.52,34.75,33.39,7.21,995.06,31.82,43.89
Small Millets,40.33,34.81,39.56,6.01,985.59,31.61,69.88
Small Millets,46.38,33.07,37.55,5.54,653.83,28.74,66.79
Small Millets,48.23,37.24,34.84,5.67,740.33,32.98,58.08
Small Millets,45.0,32.49,38.87,6.64,547.19,26.95,50.19
Small Millets,43.18,36.81,32.24,6.28,866.71,30.8,53.52
Small Millets,46.34,36.73,33.88,6.4,945.75,29.29,65.12
Small Millets,40.41,32.14,36.6,6.54,666.4,31.98,47.2
Small Millets,40.86,34.82,30.42,6.07,784.38,26.8,53.48
Small Millets,48.75,33.74,37.55,6.23,902.77,30.55,59.29
Small Millets,47.66,31.35,32.46,5.68,956.18,27.37,63.09
Small Millets,49.74,35.76,36.17,6.26,734.45,26.07,40.26
Small Millets,44.99,31.69,32.33,7.13,899.31,27.5,46.21
Small Millets,49.45,34.99,33.35,6.11,572.69,33.58,67.86
Small Millets,43.01,38.78,30.73,6.32,894.66,32.6,65.74
Small Millets,44.39,37.17,38.55,5.65,959.19,26.01,53.61
Small Millets,48.62,38.5,32.94,6.22,659.55,25.96,53.92
Small Millets,40.38,35.07,31.47,6.89,503.91,29.69,58.55
Small Millets,49.22,36.93,34.39,6.79,552.22,27.02,40.27
Small Millets,47.96,30.72,39.84,5.75,798.49,34.43,52.9
Small Millets,41.92,33.9,35.57,5.83,516.52,26.38,53.52
Small Millets,42.1,31.62,39.5,7.4,728.23,26.14,46.24
Small Millets,44.95,38.0,35.74,6.94,731.12,34.92,69.98
Small Millets,47.88,37.05,36.76,5.77,541.63,32.7,49.31
Small Millets,40.04,39.01,33.96,7.33,572.99,27.69,45.99
Small Millets,44.91,38.52,33.55,7.25,722.46,28.25,46.51
Small Millets,42.01,35.44,32.68,6.99,989.73,34.19,49.14
Small Millets,45.65,35.69,39.82,6.27,602.13,32.15,52.11
Small Millets,43.84,37.29,31.96,6.78,910.15,25.82,42.74
Small Millets,47.43,34.11,30.63,5.8,936.15,26.99,69.47
Small Millets,42.07,36.32,39.84,6.79,916.91,32.28,63.38
Small Millets,43.55,30.22,30.91,6.09,976.95,29.61,50.59
Small Millets,41.42,38.29,34.29,6.29,691.82,34.45,53.42
Small Millets,46.88,37.72,36.43,6.66,890.35,32.85,65.47
Small Millets,40.96,31.57,30.06,7.09,520.09,34.5,65.02
Small Millets,43.88,34.26,33.41,7.47,894.2,31.27,55.89
Small Millets,46.56,34.55,39.69,7.12,591.36,26.03,41.29
Small Millets,48.88,38.46,32.74,6.68,866.72,26.44,49.72
Small Millets,45.2,36.22,35.99,6.23,553.28,30.71,56.29
Small Millets,49.82,33.36,30.99,5.53,770.44,34.87,40.34
Small Millets,41.91,33.1,30.63,6.06,854.69,25.9,68.94
Small Millets,40.11,36.15,31.98,5.52,647.44,29.09,66.69
Small Millets,45.68,31.94,33.36,6.76,937.8,30.85,58.43
Small Millets,45.66,32.82,30.86,6.04,790.52,28.4,42.28
Small Millets,47.26,38.95,37.93,5.91,781.87,29.96,42.09
Small Millets,45.3,37.34,31.74,6.98,683.81,25.06,46.58
Small Millets,41.18,34.46,36.19,7.1,573.31,27.44,43.1
Small Millets,46.3,36.34,36.75,5.76,889.62,34.88,58.43
Small Millets,49.58,35.74,31.16,5.94,604.1,28.35,40.66
Small Millets,44.04,35.6,34.75,5.51,747.1,30.65,48.02
Small Millets,43.02,36.29,34.56,6.64,969.14,33.34,55.62
Small Millets,47.49,38.79,31.4,5.55,804.4,25.04,48.56
Small Millets,41.28,34.34,34.23,7.43,918.72,25.9,49.09
Small Millets,45.97,38.33,37.29,6.92,828.47,33.37,46.85
Small Millets,46.62,33.59,30.19,6.75,596.57,30.68,65.56
Small Millets,47.28,32.53,31.47,6.4,919.76,25.99,60.86
Small Millets,41.61,39.0,31.64,6.92,813.56,25.3,54.75
Small Millets,41.9,32.06,30.77,5.84,711.44,34.27,46.88
Small Millets,47.66,34.89,38.14,5.68,709.17,32.2,46.99
Small Millets,49.0,34.73,35.4,6.71,986.94,30.43,65.36
Small Millets,44.0,36.63,39.47,6.78,716.56,28.92,45.43
Small Millets,42.81,33.91,38.3,7.23,516.49,27.1,59.58
Small Millets,48.48,33.97,35.17,6.59,772.14,31.43,47.91
Small Millets,45.24,37.78,38.87,7.5,739.53,33.86,60.51
Small Millets,47.6,33.85,38.79,6.43,623.71,25.74,65.85
Small Millets,46.44,35.72,39.95,6.31,891.0,26.39,52.04
Small Millets,44.75,36.45,32.16,6.42,752.8,33.0,64.92
Small Millets,43.68,32.46,38.52,7.0,875.92,31.64,59.38
Small Millets,49.08,36.73,37.83,7.3,907.43,28.07,58.96
Small Millets,48.59,33.49,32.83,7.29,504.2,32.38,56.29
Small Millets,43.1,35.39,34.45,6.5,745.87,25.57,66.44
Small Millets,43.1,36.93,37.24,6.45,971.45,26.28,57.0
Small Millets,43.9,37.57,35.61,6.82,879.22,32.52,46.35
Small Millets,48.34,31.39,38.59,6.55,608.45,25.28,42.21
Small Millets,40.49,31.6,32.38,6.82,693.11,30.76,56.45
Small Millets,44.24,30.26,30.39,6.05,996.65,29.82,66.76
Small Millets,40.0,34.63,37.27,7.18,931.91,27.15,48.77
Small Millets,46.06,37.56,33.52,7.48,550.5,25.06,59.15
Small Millets,48.71,39.99,35.35,6.05,840.63,32.39,69.42
Small Millets,49.74,33.03,31.72,6.79,502.92,33.25,48.99
Small Millets,48.17,35.77,33.04,7.05,570.81,32.97,63.44
Small Millets,45.05,33.81,34.99,5.64,620.6,27.17,41.49
Small Millets,42.46,33.75,39.6,6.84,833.74,28.93,40.72
Small Millets,40.32,39.14,32.25,7.47,522.14,34.55,43.0
Small Millets,47.97,36.28,33.97,5.62,700.94,27.29,56.02
Small Millets,43.15,30.4,33.63,6.05,956.33,32.03,68.42
Small Millets,49.35,32.25,39.47,6.31,795.97,33.21,42.69
Small Millets,47.56,39.81,36.02,7.32,775.13,32.05,47.83
Small Millets,47.36,37.72,34.22,7.17,778.17,34.24,60.7
Small Millets,45.75,38.03,36.75,6.13,790.76,28.78,42.84
Small Millets,40.52,33.29,31.62,6.74,895.63,28.35,51.59
Small Millets,41.96,37.37,36.99,7.07,521.89,25.92,55.84
Soyabean,25.98,46.19,43.5,6.43,719.83,25.05,58.42
Soyabean,24.75,47.72,40.13,6.08,991.56,27.77,51.89
Soyabean,21.56,41.8,58.06,6.04,846.22,21.26,65.62
Soyabean,27.5,45.82,51.75,6.57,847.66,28.53,64.84
Soyabean,21.33,45.37,58.67,7.14,780.53,25.25,66.58
Soyabean,23.39,45.47,40.75,6.77,629.92,26.87,66.06
Soyabean,21.3,42.17,49.75,6.63,834.45,22.77,59.88
Soyabean,29.53,41.66,51.63,6.2,744.29,24.03,63.66
Soyabean,24.51,40.68,56.52,6.02,915.01,21.58,67.0
Soyabean,20.77,47.59,54.43,7.08,763.53,28.08,54.91
Soyabean,21.52,49.52,45.3,7.32,970.95,25.9,68.55
Soyabean,23.6,41.56,54.61,6.52,799.31,24.99,53.21
Soyabean,26.34,45.36,59.3,6.89,829.76,22.88,68.68
Soyabean,28.45,42.73,57.57,6.07,847.91,24.44,61.23
Soyabean,20.32,41.81,46.33,7.42,864.7,29.09,50.94
Soyabean,29.96,40.29,59.5,6.47,962.17,24.85,61.22
Soyabean,23.07,47.31,48.49,6.58,749.81,28.86,59.08
Soyabean,22.4,49.68,55.06,6.9,666.14,22.17,56.0
Soyabean,24.1,48.47,50.03,7.03,923.28,24.07,60.83
Soyabean,29.41,46.76,41.24,6.79,771.03,23.06,64.67
Soyabean,21.09,49.77,52.03,6.54,652.64,21.38,63.73
Soyabean,29.25,45.88,57.44,6.35,609.98,28.96,60.33
Soyabean,24.94,41.64,55.7,7.13,934.54,20.3,52.13
Soyabean,21.52,47.54,44.77,6.98,606.59,26.79,64.49
Soyabean,23.3,48.44,55.28,6.35,855.53,24.71,50.74
Soyabean,21.03,49.65,41.82,7.4,875.07,20.99,56.96
Soyabean,21.74,49.37,51.62,7.37,634.25,27.56,57.44
Soyabean,22.8,47.98,47.12,6.27,781.97,22.66,62.98
Soyabean,27.45,40.22,59.72,6.43,794.63,22.09,68.27
Soyabean,25.37,49.88,46.78,7.35,737.36,20.52,58.16
Soyabean,24.5,48.65,43.91,6.4,933.16,29.53,59.46
Soyabean,27.68,41.22,59.32,6.64,811.65,23.48,59.44
Soyabean,27.63,49.7,47.11,6.61,782.08,25.69,50.7
Soyabean,23.06,41.08,44.96,6.82,686.09,22.06,59.9
Soyabean,24.93,45.44,49.68,6.07,807.85,20.47,55.0
Soyabean,25.35,48.11,48.47,6.99,641.07,27.77,69.61
Soyabean,27.89,45.36,44.1,6.21,823.83,22.85,65.63
Soyabean,20.19,40.15,59.6,6.29,803.98,26.52,63.76
Soyabean,26.29,44.78,47.82,7.09,888.41,28.88,53.09
Soyabean,22.28,46.07,59.48,6.87,833.37,22.16,69.05
Soyabean,26.12,42.08,49.48,6.02,794.9,27.34,56.46
Soyabean,25.42,41.97,51.3,7.37,759.79,26.73,69.31
Soyabean,27.45,49.94,49.09,6.37,734.24,28.97,50.56
Soyabean,27.45,46.03,48.95,6.73,812.68,27.3,62.66
Soyabean,22.5,43.83,55.67,6.63,718.9,22.38,56.96
Soyabean,28.0,41.27,51.2,6.96,981.99,26.41,68.98
Soyabean,21.47,42.66,54.92,6.73,977.66,29.65,68.69
Soyabean,27.26,46.69,48.25,7.31,924.58,24.77,52.03
Soyabean,29.3,42.15,59.61,6.9,733.11,29.44,60.33
Soyabean,22.75,40.86,40.92,6.25,846.72,27.84,69.84
Soyabean,27.99,44.01,40.73,6.82,719.42,23.97,62.96
Soyabean,24.04,48.33,49.77,7.18,797.0,28.44,69.47
Soyabean,22.57,46.45,54.62,7.34,799.3,29.1,57.59
Soyabean,23.87,40.71,45.47,7.03,828.26,20.64,66.16
Soyabean,28.25,41.41,57.35,7.1,742.09,29.4,58.07
Soyabean,21.19,49.37,46.88,7.47,728.74,21.25,67.84
Soyabean,28.17,44.79,43.19,6.35,646.63,20.49,66.46
Soyabean,28.56,43.3,51.77,6.67,755.17,23.86,63.09
Soyabean,20.94,40.2,52.67,7.33,670.15,23.82,56.15
Soyabean,27.82,40.21,48.39,7.21,640.31,25.06,58.36
Soyabean,23.83,40.93,58.85,6.26,808.97,23.47,60.09
Soyabean,22.19,44.66,50.95,6.76,964.48,21.94,50.21
Soyabean,28.89,41.7,57.63,6.42,611.42,27.81,61.39
Soyabean,21.57,43.25,42.53,7.39,759.12,23.66,58.38
Soyabean,28.36,46.97,45.13,6.81,896.02,29.14,68.71
Soyabean,24.09,46.91,41.33,6.95,887.85,27.55,59.48
Soyabean,26.92,45.28,59.08,6.97,947.4,24.88,68.32
Soyabean,29.42,43.61,45.83,6.95,864.81,21.29,51.92
Soyabean,26.1,42.72,57.49,6.03,647.58,26.94,50.13
Soyabean,22.2,45.37,58.0,6.74,855.66,22.01,58.01
Soyabean,24.77,44.69,41.76,6.82,712.79,26.7,66.4
Soyabean,27.97,42.92,46.57,7.5,661.02,27.44,65.66
Soyabean,21.9,42.7,49.04,6.92,966.92,23.64,58.51
Soyabean,25.22,49.32,44.69,6.12,632.62,27.52,59.51
Soyabean,24.56,46.66,44.5,6.91,891.71,25.45,66.52
Soyabean,25.5,41.8,51.21,7.46,962.09,24.41,61.05
Soyabean,24.08,41.79,43.91,6.64,863.08,24.34,56.94
Soyabean,23.18,40.4,47.62,7.1,827.1,24.52,67.41
Soyabean,27.03,40.73,47.12,6.85,913.62,22.79,57.33
Soyabean,29.26,48.92,52.45,6.15,834.88,21.35,60.35
Soyabean,24.81,47.9,43.64,6.08,905.36,25.97,51.89
Soyabean,26.6,45.14,57.72,6.31,903.54,20.49,63.74
Soyabean,25.24,49.73,49.49,6.68,801.38,27.34,55.09
Soyabean,23.51,45.25,47.13,7.29,670.73,24.67,64.78
Soyabean,27.56,40.27,44.3,6.16,636.73,21.74,69.64
Soyabean,28.04,45.37,42.14,6.06,828.88,29.86,51.53
Soyabean,27.74,45.1,49.67,6.52,992.31,26.51,63.55
Soyabean,23.18,47.91,54.14,7.27,835.78,26.62,53.23
Soyabean,28.13,45.94,44.64,6.46,794.71,28.05,53.87
Soyabean,22.26,41.51,50.37,6.22,861.59,20.91,56.72
Soyabean,29.68,42.11,57.21,6.89,926.17,21.75,65.75
Soyabean,23.43,44.55,50.75,6.38,913.82,28.63,63.61
Soyabean,28.98,48.59,58.33,6.6,630.59,23.09,51.43
Soyabean,26.61,43.98,54.89,6.6,995.9,27.51,56.46
Soyabean,25.65,40.77,59.66,6.52,797.05,26.94,53.17
Soyabean,21.41,44.89,44.41,6.87,601.82,24.22,63.4
Soyabean,23.92,46.47,57.01,6.89,686.27,29.88,51.32
Soyabean,23.42,45.2,58.04,6.4,956.55,24.23,53.33
Soyabean,24.0,48.89,40.31,6.83,642.96,22.28,51.8
Soyabean,27.8,48.69,51.67,6.44,772.51,26.6,51.12
Soyabean,24.09,41.22,47.59,6.48,771.42,25.81,66.27
Soyabean,22.83,44.35,48.19,6.03,743.71,25.75,63.63
Soyabean,27.05,47.17,54.57,6.77,961.38,29.55,57.24
Soyabean,29.29,41.74,58.57,6.15,762.78,25.02,50.39
Soyabean,26.63,42.31,40.3,6.36,847.18,24.86,56.32
Soyabean,29.86,45.09,59.52,6.87,933.26,28.29,67.32
Soyabean,28.32,43.38,44.19,6.94,732.77,20.88,51.96
Soyabean,21.72,43.49,55.86,7.18,655.1,21.34,52.33
Soyabean,28.76,49.83,52.55,7.16,632.22,28.05,68.53
Soyabean,28.94,48.51,48.93,6.09,624.99,22.69,62.31
Soyabean,22.11,44.11,40.11,6.54,742.94,21.82,56.67
Soyabean,27.24,46.67,47.09,6.88,895.68,24.89,52.64
Soyabean,29.1,46.36,48.45,7.12,697.28,28.26,63.91
Soyabean,20.38,40.19,47.05,7.37,965.87,23.14,53.08
Soyabean,26.11,42.52,49.21,7.33,880.19,22.23,61.65
Soyabean,25.12,46.73,52.54,7.41,808.1,23.46,53.96
Soyabean,27.67,40.79,58.55,7.18,810.95,27.59,61.08
Soyabean,26.69,49.66,47.81,7.28,898.32,24.88,60.08
Soyabean,22.9,45.4,46.61,6.1,646.44,23.01,50.5
Soyabean,23.82,48.43,54.1,7.04,989.09,21.23,58.11
Soyabean,23.4,44.99,49.48,6.31,791.99,29.82,59.48
Soyabean,25.79,42.22,43.61,7.48,832.1,24.77,50.89
Soyabean,24.94,45.1,46.59,6.1,909.34,26.75,63.68
Soyabean,26.01,48.54,45.99,7.38,638.66,21.38,52.03
Soyabean,26.7,40.13,59.98,6.72,954.34,28.7,69.24
Soyabean,28.17,42.69,42.8,6.19,978.26,27.65,67.24
Soyabean,29.33,46.1,56.58,7.38,626.05,27.27,57.9
Soyabean,26.94,47.28,59.61,6.47,764.32,23.12,69.33
Soyabean,26.56,48.63,42.23,7.43,789.71,20.65,62.94
Soyabean,20.44,40.55,54.28,7.35,811.72,23.8,66.85
Soyabean,27.77,49.67,52.97,7.36,861.52,28.94,51.68
Soyabean,22.96,41.9,55.15,6.89,970.11,21.99,65.46
Soyabean,20.18,46.17,55.19,6.28,755.55,21.26,54.9
Soyabean,21.08,44.23,41.53,6.34,825.85,21.45,50.69
Soyabean,24.04,45.16,53.65,7.12,873.65,23.83,59.77
Soyabean,28.03,43.38,55.04,7.05,695.79,25.15,57.57
Soyabean,22.26,40.11,58.51,7.45,658.72,27.18,69.3
Soyabean,21.28,40.87,54.0,6.95,661.56,22.95,52.69
Soyabean,27.99,43.82,50.04,6.02,758.05,24.53,53.71
Soyabean,26.71,43.93,57.87,7.3,637.44,29.22,54.09
Soyabean,27.82,40.49,50.69,6.51,988.91,25.52,50.14
Soyabean,28.1,43.16,47.27,6.93,958.64,26.44,55.54
Soyabean,26.12,47.98,42.09,7.03,692.38,27.02,59.11
Soyabean,20.56,47.49,41.94,7.01,680.42,23.48,58.4
Soyabean,24.52,48.53,51.76,6.75,775.61,20.25,62.23
Soyabean,26.34,42.51,47.37,7.25,625.57,25.47,58.86
Soyabean,24.52,45.55,47.74,6.65,689.81,27.76,66.84
Soyabean,20.45,47.96,55.21,6.47,908.65,25.61,55.74
Soyabean,26.67,46.09,52.85,7.09,817.66,29.31,64.5
Soyabean,21.19,42.51,55.82,7.11,935.72,23.72,60.55
Sugarcane,235.69,64.12,175.97,7.91,1054.58,32.32,76.04
Sugarcane,231.43,61.9,181.95,7.41,1375.97,29.92,60.15
Sugarcane,167.32,69.41,156.43,6.0,1291.96,23.39,71.24
Sugarcane,213.41,72.37,172.73,6.72,1174.98,24.11,79.95
Sugarcane,209.13,75.83,176.32,7.37,1169.27,31.28,62.81
Sugarcane,247.55,62.43,140.83,7.82,1232.4,25.98,68.21
Sugarcane,157.99,66.91,136.51,7.54,1391.73,29.44,69.11
Sugarcane,150.84,76.6,145.35,6.07,1459.22,26.78,63.59
Sugarcane,170.73,71.08,168.46,7.83,1046.17,32.38,78.49
Sugarcane,204.07,69.54,159.83,6.53,1379.22,32.66,69.85
Sugarcane,181.22,64.28,174.37,6.67,1319.4,21.93,73.92
Sugarcane,218.06,79.94,180.91,6.47,1286.53,29.29,68.49
Sugarcane,227.5,61.07,125.52,6.67,1462.42,24.79,79.18
Sugarcane,195.53,66.56,129.87,6.72,1220.14,20.86,60.65
Sugarcane,206.04,62.15,137.19,7.73,1428.36,26.23,64.01
Sugarcane,152.09,66.78,195.1,6.65,1235.74,33.2,70.79
Sugarcane,214.03,62.37,168.53,6.27,1315.35,23.26,66.57
Sugarcane,177.85,77.33,181.2,7.65,1265.04,30.5,63.03
Sugarcane,217.99,63.54,170.94,6.23,1142.67,20.88,74.29
Sugarcane,164.03,76.96,136.78,7.49,1464.58,22.96,69.35
Sugarcane,232.01,74.2,188.46,6.63,1102.97,32.63,72.28
Sugarcane,200.6,67.39,141.15,7.08,1156.08,32.14,74.31
Sugarcane,187.53,69.24,186.06,7.87,1281.25,23.99,76.22
Sugarcane,177.91,61.89,154.15,6.76,1219.9,25.17,63.65
Sugarcane,152.79,60.31,192.03,7.16,1132.57,25.56,61.14
Sugarcane,224.26,61.89,181.86,6.76,1463.34,22.6,73.91
Sugarcane,247.09,73.18,125.01,7.18,1162.31,34.65,65.73
Sugarcane,234.04,72.41,198.36,7.51,1107.87,25.67,77.16
Sugarcane,167.77,71.16,174.69,7.66,1221.66,27.33,78.02
Sugarcane,153.22,71.89,139.78,7.42,1110.61,21.48,77.45
Sugarcane,190.24,71.9,178.52,7.25,1480.18,34.61,72.33
Sugarcane,206.61,75.15,176.79,6.4,1308.32,24.11,73.51
Sugarcane,163.78,77.97,173.69,7.64,1319.07,27.19,65.84
Sugarcane,222.51,62.95,175.38,7.36,1032.06,25.92,61.77
Sugarcane,165.9,72.47,172.65,7.54,1433.98,33.64,62.94
Sugarcane,152.69,73.66,134.53,6.07,1047.48,30.48,63.01
Sugarcane,185.62,73.85,127.29,6.6,1427.13,28.88,72.12
Sugarcane,232.61,70.56,144.75,6.56,1311.8,32.8,62.22
Sugarcane,247.67,75.53,164.46,7.05,1491.77,28.92,78.95
Sugarcane,212.83,63.54,163.41,7.9,1134.5,24.72,69.81
Sugarcane,222.39,72.45,161.84,6.21,1162.18,21.84,65.26
Sugarcane,156.92,64.16,163.55,7.21,1060.5,23.12,78.55
Sugarcane,185.95,71.45,152.62,6.59,1240.35,34.42,78.66
Sugarcane,249.52,68.52,187.96,7.53,1123.21,27.02,76.8
Sugarcane,185.28,70.03,152.29,7.52,1477.97,21.45,78.91
Sugarcane,193.08,69.6,179.07,7.72,1347.29,26.17,71.61
Sugarcane,188.24,71.18,135.88,7.73,1038.32,29.33,62.11
Sugarcane,220.53,74.12,187.43,7.9,1038.95,27.67,70.36
Sugarcane,217.4,70.62,165.62,7.75,1005.78,27.24,76.94
Sugarcane,233.89,74.44,140.05,6.8,1280.05,20.02,72.07
Sugarcane,212.65,72.39,198.81,7.76,1414.35,24.64,60.91
Sugarcane,243.87,70.31,139.72,6.2,1033.75,31.02,66.58
Sugarcane,182.14,77.31,147.88,7.73,1157.79,26.76,66.09
Sugarcane,199.13,67.72,134.25,7.57,1020.84,20.36,70.92
Sugarcane,249.39,78.17,194.9,6.61,1212.35,20.1,67.68
Sugarcane,205.31,66.73,196.69,7.92,1473.92,28.22,62.49
Sugarcane,185.78,67.26,127.66,7.72,1187.57,20.74,73.77
Sugarcane,198.41,75.94,158.91,7.65,1286.31,20.63,73.2
Sugarcane,172.81,64.68,162.05,7.95,1355.0,28.33,64.79
Sugarcane,201.98,61.53,145.18,6.08,1035.01,34.85,77.41
Sugarcane,154.6,66.0,152.06,6.42,1120.98,31.57,68.32
Sugarcane,183.99,68.75,174.15,6.52,1389.8,33.78,68.6
Sugarcane,175.72,78.14,141.49,6.48,1166.4,20.89,68.27
Sugarcane,199.5,61.14,161.87,7.13,1262.99,21.64,61.16
Sugarcane,243.87,79.85,127.17,7.93,1369.26,34.6,63.22
Sugarcane,216.21,79.46,163.3,6.82,1376.22,21.19,62.09
Sugarcane,228.98,64.94,139.0,7.43,1336.43,34.49,63.03
Sugarcane,230.82,63.83,121.1,7.28,1105.4,31.09,64.35
Sugarcane,188.26,64.32,165.64,7.88,1449.92,21.73,76.69
Sugarcane,179.54,73.51,136.78,7.86,1484.13,28.12,73.09
Sugarcane,233.72,60.9,171.44,6.35,1334.5,22.85,76.85
Sugarcane,186.48,73.38,123.13,6.09,1426.89,30.3,61.99
Sugarcane,225.76,70.88,130.34,6.39,1231.2,30.71,69.62
Sugarcane,170.05,68.84,182.85,7.54,1116.72,30.58,77.91
Sugarcane,214.33,74.74,163.3,6.45,1230.59,23.6,64.76
Sugarcane,185.39,70.86,171.12,6.2,1173.38,33.88,78.14
Sugarcane,199.78,63.89,125.82,6.49,1497.49,29.64,74.54
Sugarcane,181.93,74.42,184.03,6.38,1356.15,20.01,62.28
Sugarcane,173.34,73.86,184.53,7.31,1289.4,23.81,70.9
Sugarcane,200.23,61.42,141.82,7.37,1029.12,28.66,62.28
Sugarcane,158.28,69.08,172.77,7.79,1135.77,31.06,79.62
Sugarcane,167.84,74.2,162.82,6.74,1326.01,20.27,68.67
Sugarcane,189.24,73.01,125.19,6.58,1385.97,33.18,63.99
Sugarcane,217.36,61.84,176.67,6.82,1324.84,25.78,63.11
Sugarcane,219.92,71.06,132.72,7.73,1324.92,23.25,68.19
Sugarcane,173.46,74.22,142.18,6.04,1248.83,21.25,78.94
Sugarcane,152.58,69.67,141.69,6.22,1033.49,25.34,79.17
Sugarcane,244.72,79.11,133.21,7.5,1045.12,24.74,70.07
Sugarcane,216.45,65.46,188.3,7.69,1459.34,33.24,68.06
Sugarcane,169.49,68.22,152.32,7.32,1092.8,27.81,72.49
Sugarcane,243.97,73.39,183.26,7.23,1013.89,33.78,69.92
Sugarcane,197.87,68.66,123.94,7.56,1410.25,22.38,71.32
Sugarcane,210.28,73.77,187.11,7.51,1469.65,32.91,67.78
Sugarcane,153.44,68.05,188.95,6.65,1338.02,30.71,74.74
Sugarcane,207.0,76.58,126.41,7.54,1398.48,32.46,74.24
Sugarcane,217.68,73.28,174.46,7.64,1044.77,28.75,77.57
Sugarcane,248.08,67.21,187.58,7.6,1376.16,34.75,70.58
Sugarcane,238.45,66.07,134.31,6.73,1193.5,33.68,77.45
Sugarcane,161.98,65.04,165.38,7.36,1272.5,20.85,61.55
Sugarcane,243.79,63.1,149.26,7.13,1114.85,30.14,69.78
Sugarcane,217.16,75.65,160.13,6.7,1268.22,26.75,79.7
Sugarcane,189.98,76.06,186.58,7.37,1095.81,32.08,78.68
Sugarcane,170.35,60.95,197.85,7.65,1042.69,20.05,79.32
Sugarcane,170.93,76.33,190.17,6.12,1360.26,25.73,60.19
Sugarcane,217.57,60.77,144.88,7.93,1265.63,31.69,68.12
Sugarcane,247.35,72.82,172.47,7.75,1279.35,30.32,70.17
Sugarcane,214.87,69.01,152.2,6.95,1385.15,33.21,64.56
Sugarcane,197.11,72.94,190.85,7.08,1026.98,33.45,75.8
Sugarcane,182.73,72.67,151.04,6.18,1039.83,33.7,72.56
Sugarcane,223.32,79.41,176.91,6.18,1259.32,30.66,63.86
Sugarcane,244.47,68.73,148.58,6.77,1296.62,22.31,66.53
Sugarcane,204.25,76.55,149.61,6.78,1481.32,33.52,74.96
Sugarcane,207.8,65.3,191.46,6.53,1222.77,26.31,78.61
Sugarcane,206.0,77.28,128.14,7.01,1030.13,33.44,78.09
Sugarcane,225.61,73.47,159.1,6.18,1352.11,34.62,69.83
